label,sentence1,sentence2
1,"Tuy nhiên , chính phủ các nước châu Âu vẫn hiểu rằng việc đánh thuế cao vào xăng dầu sẽ gây ảnh hưởng đến nhiều khía cạnh nhưng họ vẫn áp dụng chính sách này .","Tuy nhiên , chính phủ các nước châu Âu vẫn biết rằng việc đánh thuế cao vào xăng dầu sẽ làm ảnh hưởng đến nhiều mặt nhưng họ vẫn duy trì chính sách này ."
1,Sử dụng nhiều nhiên liệu hóa thạch như xăng dầu sẽ tăng lượng khí thải độc hại .,Lượng khí thải độc hại sẽ tăng lên do sử dụng nhiều nhiên liệu hóa thạch như xăng dầu  .
1,"Nếu Trung Quốc bất chấp tất cả để tăng trưởng kinh tế và hậu quả là tình trạng ô nhiễm môi trường nghiệm trọng , làm tăng tỷ lệ ung thư và các bệnh hiểm nghèo khác thì các nước châu Âu lại quan tâm đến việc bảo vệ môi trường và tìm mọi cách để cắt giảm khí thải nhà kính .","Nếu Trung Quốc bất chấp mọi thứ để tăng trưởng kinh tế và hậu quả là tình trạng ô nhiễm môi trường nghiệm trọng , làm tăng tỷ lệ ung thư và các bệnh hiểm nghèo khác thì các nước châu Âu lại chú trọng bảo vệ môi trường và làm mọi cách để cắt giảm khí thải nhà kính ."
1,Một vài loại nhiên liệu được dùng để thay thế xăng dầu được chính phủ đánh thuế 0% để khuyến khích người dân sử dụng .,Một số loại nhiên liệu thay thế xăng dầu được chính phủ đánh thuế 0% để khuyến khích người dân sử dụng .
1,"Trong khi đó , không còn cách nào khác chính phủ Maylaysia phải tiếp tục trợ cấp giá xăng dầu với hy vọng nền kinh tế mau chóng hồi phục , đạt tốc độ tăng trưởng cao sau cuộc suy thoái vừa qua , mà nguyên nhân chính là do ảnh hưởng từ khủng hoảng kinh tế thế giới 2008-2009 .","Trong khi đó , chính phủ Maylaysia bắt buộc phải tiếp tục trợ cấp giá xăng dầu với hy vọng nền kinh tế mau chóng hồi phục , đạt tốc độ tăng trưởng cao sau cuộc suy thoái vừa qua , mà nguyên nhân là ảnh hưởng từ khủng hoảng kinh tế thế giới 2008-2009 ."
1,"Cũng như các nền kinh tế đang phát triển như Viêt Nam , Indonesia , Ấn Độ hay Brazil , Malaysia cần phải tập trung mọi nguồn lực để có thể đạt tốc độ tăng trưởng kinh tế cao , bằng cách giúp đỡ các doanh nghiệp thông qua chính sách thuế nới lỏng và trợ giá khi cần thiết .","Cũng như các nền kinh tế mới nổi khác như Viêt Nam , Indonesia , Ấn Độ hay Brazil , Malaysia cần phải tập trung mọi nguồn lực để đạt tốc độ tăng trưởng kinh tế cao , bằng cách hỗ trợ các doanh nghiệp thông qua chính sách thuế nới lỏng và trợ giá khi cần thiết ."
1,Chính sách trợ giá xăng dầu của chính phủ Malaysia vô cùng có ích cho các doanh nghiệp vừa và nhỏ .,Chính sách trợ giá xăng dầu của chính phủ Malaysia đặc biệt có lợi cho các doanh nghiệp vừa và nhỏ .
1,"Sau cuộc suy thoái , doanh nghiệp vừa và nhỏ là những đối tượng có thể phục hồi sản xuất nhanh nhất .","Sau cuộc suy thoái , doanh nghiệp vừa và nhỏ là những đối tượng có khả năng phục hồi sản xuất nhanh nhất ."
1,"Chính sách duy trì giá xăng dầu ở mức thấp sẽ làm cho các doanh nghiệp này nhanh chóng tái sản xuất và khởi động lại guồng máy của nền kinh tế , nhất là trong các lĩnh vực phân phối và bán lẻ .","Chính sách duy trì giá xăng dầu thấp sẽ khiến các doanh nghiệp này nhanh chóng tái sản xuất và khởi động lại guồng máy của nền kinh tế , đặc biệt là trong các lĩnh vực phân phối và bán lẻ ."
1,Các doanh nghiệp vừa và nhỏ là động lức chính để khôi phục nền kinh tế sau một cuộc khủng hoảng hay suy thoái .,Các doanh nghiệp vừa và nhỏ sẽ trở thành động lức chính để khôi phục kinh tế sau một cuộc khủng hoảng hay suy thoái .
1,"Chuyên gia kinh tế Alvin Tee của mạng lưới kế toán quốc tế UHY cho rằng : "" Chính phủ Malaysia đã quyết định đánh đổi số tiền khổng lồ 14 tỷ USD cho trợ giá nhiên liệu để có được tốc độ tăng trưởng kinh tế mạnh mẽ ” , và họ cũng chấp nhận những rủi ro , trước hết là tình trạng thâm hụt ngân sách và nợ công ngày càng chồng chất .","Chuyên gia kinh tế Alvin Tee thuộc mạng lưới kế toán quốc tế UHY nhận định : "" Chính phủ Malaysia đã quyết định đánh đổi số tiền khổng lồ 14 tỷ USD cho trợ giá nhiên liệu để có được tốc độ tăng trưởng kinh tế mạnh mẽ ” , và họ cũng chấp nhận những rủi ro , trước hết là tình trạng thâm hụt ngân sách và nợ công ngày càng chồng chất ."
1,"Chính những chính sách ưu tiên cho tăng trưởng kinh tế của chính phủ Malaysia đã mang lại tốc độ tăng trưởng cao , kèm theo đó là tỷ lệ lạm phát có xu hướng tăng .","Nhờ những chính sách ưu tiên cho tăng trưởng kinh tế của chính phủ Malaysia đã làm cho tốc độ tăng trưởng cao , kèm theo đó là tỷ lệ lạm phát có xu hướng tăng ."
1,"Trong ba tháng đầu năm 2014 , tốc độ tăng trưởng kinh tế của Malaysia đạt 6,2 % trên mức dự kiến .","Trong ba tháng đầu năm 2014 , tốc độ tăng trưởng kinh tế của Malaysia đã vượt hơn dự kiến , đạt 6,2 % ."
1,"Bên cạnh việc duy trì chính sách trợ giá xăng dầu , Ngân hàng Negara - ngân hàng trung ương Malaysia – ngày 11.7 đã ra quyết định tăng lãi suất cơ bản thêm 0,25 điểm phần trăm , từ 3 % được áp dụng từ năm 2011 lên 3,25 % .","Để kiềm chế lạm phát , bên cạnh việc duy trì chính sách trợ giá xăng dầu , Ngân hàng Negara - ngân hàng trung ương Malaysia – ngày 11.7 đã quyết định nâng lãi suất cơ bản thêm 0,25 điểm phần trăm , từ 3 % được áp dụng từ năm 2011 lên 3,25 % ."
1,"Giá nhiên liệu khá rẻ ở Malaysia khiến người dân không hứng thú với phương tiện giao thông công cộng như xe buýt , mà sử dụng phương tiện riêng , làm tăng thêm tình trạng tắc đường tại các thành phố lớn .","Giá nhiên liệu rẻ ở Malaysia khiến người dân quay lưng với phương tiện giao thông công cộng như xe buýt , mà sử dụng phương tiện riêng , làm trầm trọng thêm tình trạng kẹt xe tại các thành phố lớn ."
1,Đại gia theo nhau chuyển cổ phần cho công ty riêng .,Đại gia đua nhau chuyển cổ phần cho công ty riêng của mình.
1,"Theo giới phân tích , việc đem cổ phần cá nhân chuyển vào doanh nghiệp riêng sẽ giúp nhiều lãnh đạo tránh phiền phức công bố thông tin , đồng thời đem lại khá nhiều lợi ích cho đơn vị niêm yết .","Theo giới phân tích , việc đem cổ phần cá nhân sang góp vào doanh nghiệp riêng có thể giúp nhiều lãnh đạo tránh phiền phức công bố thông tin , đồng thời mang lại không ít lợi ích cho đơn vị niêm yết ."
1,"4 tháng sau khi chuyển nhượng 24 triệu cổ phiếu HSG cho Công ty riêng Tam Hỷ , 3 triệu chứng khoán lại vừa được chủ tịch Tập đoàn Hoa Sen - Lê Phước Vũ chuyển tiếp  .","4 tháng sau khi chuyển nhượng 24 triệu cổ phiếu HSG cho Công ty riêng Tam Hỷ , Chủ tịch Tập đoàn Hoa Sen - Lê Phước Vũ lại vừa chuyển tiếp 3 triệu chứng khoán cho đơn vị này ."
1,Đây không phải trường hợp duy nhất chuyển sở hữu cổ phiếu cá nhân cho công ty riêng thời gian qua .,Còn khá nhiều trường hợp khác chuyển sở hữu cổ phiếu cá nhân cho công ty riêng thời gian qua .
1,"Hồi đầu tháng 6 , bốn lãnh đạo của Công ty cổ phần Thế giới Di động từng thực hiện những hoạt động như vậy , ngay trước khi doanh nghiệp lên sàn .","Hồi đầu tháng 6 , bốn lãnh đạo của Công ty cổ phần Thế giới Di động từng có động thái tương tự , ngay trước khi doanh nghiệp lên sàn ."
1,"Hơn 20 triệu cổ phiếu là số lượng mà chủ tịch Nguyễn Đức Tài và CEO Trần Lệ Quân đã bán, đưa tỷ lệ sở hữu cá nhân từ hơn 16% xuống còn 1-2 % mỗi người .","Chủ tịch Nguyễn Đức Tài và CEO Trần Lệ Quân đã bán tổng cộng hơn 20 triệu cổ phiếu , đưa tỷ lệ sở hữu cá nhân từ hơn 16% xuống còn 1-2 % mỗi người ."
1,"Công ty trách nhiệm hữu hạn ( TNHH ) Tư vấn Đầu tư Thế giới Bán lẻ và TNHH Tri Tâm lại chính là bên mua do 2 vị này quản lý , điều hành .","Bên mua là Công ty trách nhiệm hữu hạn ( TNHH ) Tư vấn Đầu tư Thế giới Bán lẻ và TNHH Tri Tâm do chính 2 vị này quản lý , điều hành ."
1,Ông Nguyễn Duy Hưng - Chủ tịch Chứng khoán Sài Gòn ( SSI ) sử dụng  Công ty TNHH NDH Việt Nam đứng tên cổ phần.,Ông Nguyễn Duy Hưng - Chủ tịch Chứng khoán Sài Gòn ( SSI ) cũng đang để hầu hết cổ phần cho Công ty TNHH NDH Việt Nam đứng tên .
1,"Khi công bố thông tin , đa phần lãnh đạo đều nói rằng mục đích chuyển nhượng là để “ tiện quản lý cổ phiếu ” .","Khi công bố thông tin , đa phần lãnh đạo đều cho biết lý do chuyển nhượng là để “ tiện quản lý cổ phiếu ” ."
1,"Trao đổi với VnExpress , một lãnh đạo tại Thế giới Di động còn phát biểu lý do “ không muốn hiện diện trên thị trường ” nên cổ phiếu phải được chuyển sang công ty riêng .","Trao đổi với VnExpress , một lãnh đạo tại Thế giới Di động còn nêu lý do “ không muốn hiện diện trên thị trường ” nên phải chuyển cổ phiếu sang công ty riêng ."
1,Vị này cũng khẳng định doanh nghiệp riêng chỉ đóng vai trò cổ đông còn hoạt động kinh doanh của Thế giới Di động thì không có liên quan.,"Vị này cũng nhấn mạnh doanh nghiệp riêng chỉ đóng vai trò cổ đông , chứ không liên quan đến hoạt động kinh doanh của Thế giới Di động ."
1,"Giới phân tích nhận định rằng tất cả lý do đưa ra ở trên chỉ là phụ , chuyển cổ phần cá nhân sang công ty riêng có thể mang lại nhiều lợi ích hơn , ví dụ như giảm số thuế phải nộp .","Giới phân tích cho rằng những lý do nêu trên chỉ là phụ , đưa cổ phần cá nhân sang công ty riêng có thể mang lại nhiều lợi ích hơn thế , chẳng hạn như giảm số thuế phải nộp ."
1,"Theo quy định , cổ tức trả bằng tiền mặt bắt buộc phải chịu thuế thu nhập cá nhân 5% .","Theo quy định , cổ tức trả bằng tiền mặt sẽ phải chịu thuế thu nhập cá nhân 5% ."
1,Đây có thể là số tiền rất lớn đối với các cổ đông có sở hữu cá nhân vài triệu cổ phiếu .,Đây có thể là số tiền không nhỏ đối với các cổ đông có sở hữu cá nhân vài triệu cổ phiếu .
1,"Ngược lại , nếu cổ đông là tổ chức , khoản tiền này không bị tính thuế thu nhập doanh nghiệp .","Trái lại , nếu cổ đông là tổ chức , thuế thu nhập doanh nghiệp cho khoản tiền này sẽ không bị tính."
1,"Theo nguyên tắc , khoản cổ tức này sẽ được hạch toán vào phần doanh thu hoạt động tài chính tại công ty quản lý cổ phiếu và không thuộc đối tượng chịu thuế thu nhập doanh nghiệp .","Theo nguyên tắc , khoản cổ tức này sẽ được hạch toán vào phần doanh thu hoạt động tài chính tại công ty quản lý cổ phiếu và không nằm trong các đối tượng chịu thuế thu nhập doanh nghiệp ."
1,"Một chuyên gia tư vấn tài chính có thâm niên ở TP HCM cho biết chuyển nhượng cổ phiếu sang công ty riêng là biện pháp mà không ít lãnh đạo công ty áp dụng , đa số ở những đơn vị tư nhân hoặc mô hình gia đình với tỷ lệ sở hữu cá nhân cao .","Một chuyên gia tư vấn tài chính có thâm niên ở TP HCM tiết lộ chuyển nhượng cổ phiếu sang công ty riêng là biện pháp mà rất nhiều lãnh đạo công ty áp dụng , chủ yếu ở những đơn vị tư nhân hoặc mô hình gia đình với tỷ lệ sở hữu cá nhân cao ."
1,"Tuy vậy , do cả hai đơn vị đều có chung một chủ tịch , khoản chi này vẫn có khả năng được chuyển thành chi phí của công ty TNHH trong khi lợi ích tại doanh nghiệp niêm yết không thay đổi .","Tuy vậy , khoản chi này vẫn có khả năng được chuyển thành chi phí của công ty TNHH trong khi lợi ích tại doanh nghiệp niêm yết không thay đổi do cả hai đơn vị đều có chung một chủ tịch  ."
1,Thông thường các công ty quản lý tài sản này là dạng TNHH nên không thuộc diện phải công bố thông tin .,Thông thường các công ty quản lý tài sản này thuộc dạng TNHH vì thế không thuộc đối tượng phải công bố thông tin .
1,"Do vậy , kết quả kinh doanh lỗ lãi ra sao chỉ người trong cuộc mới biết .","Do đó , kết quả kinh doanh lỗ lãi chỉ có người trong cuộc mới biết ."
1,Dĩ nhiên công ty cá nhân quản lý tài sản chứng khoán sau đó cũng được hưởng lợi .,Tất nhiên công ty cá nhân quản lý tài sản chứng khoán cũng sẽ được hưởng lợi .
1,"Đồng thời , trong một số trường hợp khó khăn , xuất hiện thông tin bất lợi cho doanh nghiệp chính hoặc cá nhân lãnh đạo thì công ty đại diện vẫn có thể chịu thay .","Đồng thời , trong một số trường hợp hy hữu , xuất hiện thông tin bất lợi cho doanh nghiệp chính hoặc cá nhân lãnh đạo thì có thể lấy công ty đại diện này chịu thay ."
1,Một lý do nữa cũng được các chuyên gia đề cập đến là trị giá lợi nhuận công ty quản lý tài sản có thể tạo ra nếu được cổ phần hóa .,Các chuyên gia cũng nhắc đến trị giá lợi nhuận công ty quản lý tài sản có thể tạo ra nếu được cổ phần hóa .
1,"Biện pháp đó làm cho công ty dễ dàng tăng vốn và mở rộng kinh doanh , lợi nhuận thu về sẽ tăng lên gấp nhiều lần so với trị giá cổ phiếu khi chỉ đứng tên cá nhân .","Biện pháp này giúp công ty dễ dàng tăng vốn và mở rộng kinh doanh , lợi nhuận thu về sẽ lớn hơn gấp nhiều lần so với trị giá cổ phiếu khi chỉ đứng tên cá nhân ."
1,"Về mặt nguyên tắc , chuyên gia này nhận định những lãnh đạo trên đều thực hiện đúng mọi điều lệ của luật doanh nghiệp và thuế nên khó có thể coi là vi phạm .",Chuyên gia này cho rằng một số lãnh đạo đều thực hiện đúng mọi điều lệ của luật doanh nghiệp và thuế nên khó có thể xử lý đó là vi phạm .
1,"Tuy vậy , đây có thể xem là kẽ hở trong công tác quản lý khiến nhiều lãnh đạo công ty tránh khoản thuế còn doanh nghiệp niêm yết đỡ được phần nào chi phí .","Tuy vậy , đây chính là là điểm yếu trong công tác quản lý khiến nhiều lãnh đạo công ty tránh khoản thuế còn doanh nghiệp niêm yết đỡ được phần nào chi phí ."
1,"Tuy nhiên , những khoản chi đa phần khó có thể lớn , chẳng hạn chỉ phù hợp với chi phí tiếp khách của công ty niêm yết .","Tuy nhiên , những khoản chi đa phần thường khá nhỏ , ví dụ khả năng chỉ phù hợp với chi phí tiếp khách của công ty niêm yết ."
1,"Còn “ đối với tài sản , hàng hóa có giá trị lớn , các đơn vị thuế vẫn có những nguyên tắc rất nghiêm ngặt để quản lý .","Còn “ đối với tài sản , hàng hóa có giá trị đáng kể , các đơn vị thuế luôn có những nguyên tắc rất chặt chẽ để quản lý ."
1,Chẳng hạn công ty chỉ có vài nhân viên thì khó có thể được sử dụng các khoản chi mua nhiều ôtô giá trị chục tỷ đồng .,Chẳng hạn công ty chỉ có vài nhân viên thì không thể được chấp nhận các khoản chi mua nhiều ôtô giá trị chục tỷ đồng .
1,Không có chuyện Nhật dừng dự án ODA với VN .,Nhật sẽ không dừng dự án ODA với VN .
1,Bộ KH - ĐT bác bỏ thông tin Nhật Bản sẽ ngừng ODA do nghi án hối lộ liên quan dự án đường sắt đô thị ở Hà Nội .,Bộ KH - ĐT phủ nhận thông tin Nhật Bản sẽ tạm hoãn ODA do nghi án hối lộ liên quan dự án đường sắt đô thị ở Hà Nội .
1,"Đối với các dự án ODA mới , phía Nhật Bản sẽ xem xét trên cơ sở sự cam kết thực hiện điều tra và xử lý nghiêm các cá nhân hoặc tập thể liên quan đến nghi án công ty Tư vấn giao thông Nhật Bản ( JTC ) đưa hối lộ ; xây dựng các biện pháp phòng ngừa phát sinh những vụ việc tương tự .","Theo đó , đối với các dự án ODA mới , phía Nhật Bản sẽ phê duyệt dựa trên cơ sở phía Việt Nam cam kết thực hiện điều tra và xử lý nghiêm các cá nhân hoặc tập thể liên quan đến nghi án công ty Tư vấn giao thông Nhật Bản ( JTC ) đưa hối lộ ; xây dựng các biện pháp phòng ngừa phát sinh những vụ việc tương tự ."
1,"Với nghi án hối lộ của JTC , Chính phủ và các cơ quan chức năng của phía Việt Nam đã và đang phối hợp với phía Nhật Bản nhằm giải quyết vụ việc một cách tích cực và theo đúng pháp luật .","Liên quan đến nghi án hối lộ của JTC , Chính phủ và các cơ quan chức năng của phía Việt Nam đã và đang phối hợp với phía Nhật Bản nhằm xử lý vụ việc một cách tích cực và nghiêm minh ."
1,"Phía Việt Nam ngay từ khi có thông tin chính thức đã nhanh chóng điều tra và tạm giữ các cá nhân có dấu hiệu vi phạm , sai phạm .","Phía Việt Nam đã gấp rút điều tra và tạm giữ các cá nhân có hành vi vi phạm , sai phạm ngay sau khi có thông tin chính thức."
1,"Trong nền CNTT Việt Nam , Tinh Vân là một trong số không nhiều công ty có lịch sử phát triển trên 20 năm và để lại nhiều dấu ấn công nghệ đáng chú ý cũng như mở đường trong rất nhiều xu hướng công nghệ và sản phẩm CNTT như : công cụ tìm kiếm , cổng thông tin , bảo mật , giải pháp thư viện , giải pháp nhân sự . .","Trong làng CNTT Việt Nam , Tinh Vân là một trong số ít công ty có lịch sử phát triển trên 20 năm và ghi nhiều dấu ấn công nghệ đậm nét cũng như đi đầu trong rất nhiều xu hướng công nghệ và sản phẩm CNTT như : công cụ tìm kiếm , cổng thông tin , bảo mật , giải pháp thư viện , giải pháp nhân sự . ."
1,"Nhắc đến Tinh Vân, ông Nguyễn Thành Nam , nguyên Tổng giám đốc FPT đã nhận định rằng : Đây là một công ty công nghệ có cá tính rõ nhất ở Việt Nam .","Nhận xét về Tinh Vân , ông Nguyễn Thành Nam , nguyên Tổng giám đốc FPT đã cho rằng : Tinh Vân là một công ty tin học có cá tính bậc nhất ở Việt Nam ."
1,"Dù thời cuộc thay đổi , dù các đối thủ xâm chiếm sang các thị trường đa ngành nghề khác , Tinh Vân vẫn trung thành với lĩnh vực cốt lõi của mình là công nghệ thông tin , viễn thông và cần cù tạo ra vô số các sản phẩm dịch vụ có ích cho xã hội .","Mặc cho thời cuộc thay đổi , mặc cho các đối thủ xâm lấn sang các thị trường đa ngành nghề khác , Tinh Vân vẫn thủy chung với lĩnh vực cốt lõi của mình là công nghệ thông tin , viễn thông và cần mẫn tạo ra vô số các sản phẩm dịch vụ có ích cho xã hội ."
1,Không mấy công ty vẫn giữ được sinh khí và lòng nhiệt huyết đó sau những thay đổi của chặng đường dài .,Sinh khí và nhiệt huyết đó không mấy công ty vẫn giữ được sau những biến chuyển của chặng đường dài .
1,"Nhân kỷ niệm 20 năm thành lập Tinh Vân diễn ra vào tháng 7, chúng ta sẽ điểm qua những dấu ấn mang tính mở đường của công ty này .","Tháng 7 này , nhân kỷ niệm 20 năm thành lập Tinh Vân ,Có những dấu ấn mang tính mở đường của công ty được thể hiện sau đây ."
1,công cụ Vinaseek chính là dấu ấn mở đường đầu tiên của Tinh Vân phải trong lĩnh vực tìm kiếm .,Dấu ấn mở đường đầu tiên của Tinh Vân phải kể đến là trong lĩnh vực tìm kiếm với công cụ Vinaseek .
1,"Trước khi Google chiếm lĩnh thị trường tìm kiếm Việt Nam , một công cụ tìm kiếm tiếng Việt mạnh nhất với số lượng người sử dụng kỷ lục là Vinaseek của Tinh Vân .","Trước khi Google bành trướng ở thị trường tìm kiếm Việt Nam , thì Vinaseek của Tinh Vân được coi như một công cụ tìm kiếm tiếng Việt mạnh nhất với số lượng người sử dụng kỷ lục ."
1,"Hồi đó , các bảng mã tiếng Việt chưa thống nhất , có tới 20 bảng mã khác nhau cùng tồn tại , và các search engine của Altavista hay Yahoo không hỗ trợ mã tiếng Việt .","Hồi đó , Tiếng Việt có tói 20 bảng mã khác nhau , và các search engine của Altavista hay Yahoo không hỗ trợ mã tiếng Việt ."
1,Vinaseek đã giải quyết triệt để những điểm yếu đó .,Những điểm yếu đó đã được Vinaseek giải quyết triệt để .
1,"Sau một năm hoạt động Vinaseek đã sở hữu cơ sở dữ liệu với 6 triệu trang web tiếng Việt , hàng ngày xử lý hàng trăm ngàn yêu cầu tìm kiếm và trở thành ô tìm kiếm mặc định của hàng trăm trang web có uy tín ở Việt Nam .","Sau một năm hoạt động Vinaseek đã tạo được cơ sở dữ liệu chỉ mục với 6 triệu trang web tiếng Việt , mỗi ngày xử lý hàng trăm ngàn yêu cầu tìm kiếm và trở thành ô tìm kiếm mặc định của hàng trăm trang web có uy tín ở Việt Nam ."
1,"Sau này , khi tất cả các website ở Việt Nam thống nhất sử dụng cùng một bảng mã thì Vinaseek được Tinh Vân chuyển hướng đầu tư và phát triển thành Cổng thông tin Xalo.vn .","Sau này , khi Google bắt đầu hỗ trợ tìm kiếm tiếng Việt với bảng mã Unicode , đồng thời tất cả các website ở Việt Nam thống nhất sử dụng chung bảng mã thì Vinaseek được Tinh Vân đầu tư và phát triển thành Cổng thông tin Xalo.vn với những chiến lược mới ."
1,"Giai đoạn trước năm 1997 , khi Việt Nam chưa chính thức kết nối Internet toàn cầu , dân yêu công nghệ đã phải dùng tạm những mạng máy tính qui mô nhỏ mô phỏng Internet , sử dụng công nghệ TCPP , dial-up và các máy chủ web , gọi là mạng Intranet .","Trước năm 1997 , khi Việt Nam chưa chính thức kết nối Internet toàn cầu , dân công nghệ đã phải sử dụng mạng Intranet với việc sử dụng công nghệ TCPP , dial-up và các máy chủ web ."
1,"Ngày đó , Tinh Vân đã xây dựng và phát triển cả hai mạng Intranet đầu tiên ở Việt Nam là mạng ITNet của Ban chỉ đạo Chương trình Quốc gia về CNTT và mạng Netlab .","Thời đó , Tinh Vân đã tạo ra cả hai mạng Intranet đầu tiên ở Việt Nam đó là mạng ITNet của Ban chỉ đạo Chương trình Quốc gia về CNTT và mạng Netlab ."
1,"Trong đó , Netlab là một trong số forum đầu tiên ở Việt Nam mặc dù vẫn thô sơ .","Trong đó , Netlab là một trong những forum đầu tiên ở Việt Nam cho dù khá thô sơ ."
1,"Những đã lần đầu tiên trong đời được trải nghiệm “ chat ” online từ Netlab với cảm giác rất đặc biệt , khi mà những người xung quanh mới chỉ mới biết tới email , hoặc thư từ truyền thống .","Rất nhiều người đã lần đầu tiên trong đời được trải nghiệm “ chat ” online từ Netlab với cảm giác hết sức đặc biệt , khi mà những người xung quanh mới chỉ lõm bõm biết tới email , hoặc thư từ truyền thống ."
1,"Với nhiệt huyết của mình, Tinh Vân vẫn luôn tìm tòi khám phá và luôn làm mới mình .","Không dừng tại đó , Tinh Vân dường như luôn tìm tòi khám phá và tự làm mới mình ."
1,"Và một năm sau , khi công nghệ xây dựng website còn là điều còn rất mới mẻ với nhiều người Việt Nam , khi mà những website được lập trình từ một trang HTML tĩnh cùng một loạt những tiện ích phải tự tay dựng thì Tinh Vân đã xây dựng bộ phần mềm giải pháp Cổng thông tin điện tử TVIS .","Bởi chỉ một năm sau , khi công nghệ xây dựng website còn là điều vô cùng mới mẻ với nhiều người Việt Nam , khi mà người lập trình phải dựng website từ một trang HTML tĩnh cùng một loạt những tiện ích phải tự tay dựng thì Tinh Vân đã phát triển bộ phần mềm giải pháp Cổng thông tin điện tử TVIS ."
1,"Anh Hoàng Tô , những dòng code đầu tiên cho TVIS đã được chủ tịch HĐQT của Tinh Vân viết.","Anh Hoàng Tô , chủ tịch HĐQT của Tinh Vân chính là người đã viết những dòng code đầu tiên cho TVIS ."
1,"Qua nhiều năm phát triển, TVIS trở thành giải pháp cổng thông tin đứng đầu của Việt Nam và chiếm thị phần lớn nhất ở mảng này .","Trải qua nhiều lần phát triển bởi những cao thủ khác của Tinh Vân , TVIS trở thành giải pháp cổng thông tin số một của Việt Nam và chiếm thị phần lớn nhất ở mảng này ."
1,"Hiện nay , TVIS đã được triển khai rộng rãi cho rất nhiều các bộ ngành , cơ quan Chính Phủ , như : Bộ Ngoại Giao , Cổng thông tin Chính phủ ( chinhphu.vn ) , cổng Quốc hội , cổng của các Bộ ngành và nhiều tỉnh thành lớn .","Tính đến nay , TVIS đã được triển khai rộng rãi cho hàng loạt các bộ ngành , cơ quan Chính Phủ , như : Bộ Ngoại Giao , Cổng thông tin Chính phủ ( chinhphu.vn ) , cổng Quốc hội , cổng của các Bộ ngành và nhiều tỉnh thành lớn ."
1,"Có thể thấy , TVIS xuất hiện phản ánh đúng nhu cầu của thị trường và một lần nữa Tinh Vân lại chứng tỏ khả năng đón trước được nhu cầu của người sử dụng và xu hướng công nghệ của tương lai .","Có thể nói rằng , TVIS phản ánh một cách chính xác nhu cầu của thị trường và một lần nữa Tinh Vân lại chứng tỏ khả năng đáp ứng trước được nhu cầu của người sử dụng và xu hướng công nghệ của tương lai ."
1,Tinh Vân luôn đi tiên phong các giải pháp phần mềm chuyên nghiệp .,Tiên phong các giải pháp phần mềm chuyên nghiệp chính là Tinh Vân .
1,"Trong khi việc tạo ra một “ đứa con ” giải pháp chuyên nghiệp với nhiều doanh nghiệp CNTT Việt Nam khác là một điều không hề đơn giản , thì Tinh Vân lại là đơn vị đi đầu và sở hữu rất nhiều các giải pháp phần mềm nghiệp vụ số một Việt Nam .","Trong khi với nhiều doanh nghiệp CNTT Việt Nam khác , việc tạo ra một “ đứa con ” giải pháp chuyên nghiệp là điều gì đó khá khó khăn , thì Tinh Vân lại là đơn vị đi tiên phong và sở hữu khá nhiều các giải pháp phần mềm nghiệp vụ số một Việt Nam ."
1,Điển hình trong số đó phải kể tới giải pháp Thư viện điện tử - Thư viện số Libol .,Một trong số đó phải nhắc tới giải pháp Thư viện điện tử - Thư viện số Libol .
1,"Trước năm 1998 , phần mềm thư viện phổ biến và duy nhất tại Việt Nam là CDSSIS ( một sản phẩm miễn phí của Unesco ) , với hai phiên bản chạy trên hệ điều hành DOS và Windows , dành cho thủ thư là chính .","Trước năm 1998 , phần mềm thư viện độc nhất tại Việt Nam là CDSSIS ( một sản phẩm miễn phí của Unesco ) được chạy trên hệ điều hành DOS và Windows , dành cho thủ thư là chính ."
1,"Tại thời điểm đó , Libol đã giúp Tinh Vân đưa ra một tầm nhìn hoàn toàn mới với thời điểm đó .","Khi đó , Libol của Tinh Vân đã đưa ra một tầm nhìn hoàn toàn mới với thời điểm đó ."
1,Tại thời điểm đó giới thư viện Việt Nam chưa nghĩ tới điều đó.,Đây là điều mà giới thư viện Việt Nam khi đó chưa nghĩ tới .
1,"Độ phổ biến của Libol đối với ngành thư viện lớn đến nỗi , giai đoạn những năm 2000 , phố Lý Thường Kiệt , Hà Nội còn được gọi với tên là « phố Libol » vì trên con đường này có tới 6 cơ quan cùng sử dụng Libol .","Độ phổ biến của Libol đối với ngành thư viện lớn đến nỗi , giai đoạn những năm 2000 , phố Lý Thường Kiệt , Hà Nội còn được gọi đùa là « phố Libol » vì trên con đường này có tới 6 cơ quan cùng sử dụng giải pháp thư viện điện tử của Tinh Vân ."
1,"Hiện Libol vẫn đang chiếm trên 60% thị phần phần mềm thư viện trong cả nước , mang lại doanh thu lên đến hàng chục tỷ mỗi năm cho Tinh Vân .","Hiện Libol vẫn đang chiếm trên 60% thị phần phần mềm thư viện trong cả nước , đem lại doanh thu hàng chục tỷ mỗi năm cho Tinh Vân ."
1,Một lĩnh vực giải pháp tiềm năng khác là HiStaff cũng được Tinh Vân giữ vai trò người mở đường .,Một lĩnh vực giải pháp tiềm năng khác mà Tinh Vân cũng giữ vai trò người mở đường phải kể tới là giải pháp quản lý nguồn nhân lực HiStaff .
1,Ban đầu HiStaff Unilever Việt Nam đặt hàng .,Ban đầu HiStaff được cung cấp theo đơn đặt hàng của doanh nghiệp lớn là Unilever Việt Nam .
